Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
6446,Rajkot,Gondal,Wheat,Lokwan,FAQ,2150,2360,2280,27 Jan 2020
6447,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,2250,2450,2360,18 Jan 2020
6448,Gorakhpur,Gorakhpur,Wheat,Dara,FAQ,1900,2050,1945,17 Jan 2020
6449,Gorakhpur,Gorakhpur,Wheat,Dara,FAQ,1900,2050,1960,24 Jan 2020
6450,Gorakhpur,Gorakhpur,Wheat,Dara,FAQ,1900,2050,1965,06 Jan 2020
6451,Dindori,Gorakhpur,Wheat,Other,FAQ,1800,2000,1900,04 Jan 2020
6452,Bhilwara,Gulabpura,Wheat,Other,FAQ,2051,2235,2200,22 Jan 2020
6453,Guna,Guna,Wheat,147 Average,FAQ,2120,2630,2320,18 Jan 2020
6454,Jhansi,Gurusarai,Wheat,Dara,FAQ,1900,1925,1925,19 Jan 2020
6455,Hathras,Haathras,Wheat,Dara,FAQ,2200,2250,2231,01 Jan 2020
6456,Hathras,Haathras,Wheat,Dara,FAQ,2280,2400,2331,03 Jan 2020
6457,Hamirpur,Hamirpur,Wheat,Dara,FAQ,2000,2100,2060,30 Jan 2020
6458,Rewa,Hanumana,Wheat,Other,FAQ,1875,1950,1900,11 Jan 2020
6459,Rewa,Hanumana,Wheat,Other,FAQ,1910,2000,1950,30 Jan 2020
6460,Rewa,Hanumana,Wheat,Other,FAQ,1910,2010,1975,29 Jan 2020
6461,Sitapur,Hargaon (Laharpur),Wheat,Dara,FAQ,1850,1860,1855,04 Jan 2020
6462,Sitapur,Hargaon (Laharpur),Wheat,Dara,FAQ,1860,1870,1865,28 Jan 2020
6463,Khandwa,Harsood,Wheat,Lokwan,FAQ,2225,2302,2260,07 Jan 2020
6464,Khandwa,Harsood,Wheat,Lokwan,FAQ,2229,2245,2238,03 Jan 2020
6465,Amroha,Hasanpur,Wheat,Dara,FAQ,2050,2070,2060,14 Jan 2020
6466,Damoh,Hata,Wheat,Other,FAQ,1750,1940,1840,10 Jan 2020
6467,Damoh,Hata,Wheat,Other,FAQ,1900,2000,1950,27 Jan 2020
6468,Sabarkantha,Himatnagar,Wheat,Sonalika,FAQ,2000,2350,2175,24 Jan 2020
6469,Sabarkantha,Himatnagar,Wheat,Sonalika,FAQ,2050,2425,2250,31 Jan 2020
6470,Karauli,Hindoun,Wheat,Other,FAQ,1950,2181,2066,04 Jan 2020
6471,Wardha,Hinganghat,Wheat,Other,FAQ,2110,2110,2110,25 Jan 2020
6472,Sehore,Ichhawar,Wheat,Other,FAQ,2005,2353,2315,14 Jan 2020
6473,Sehore,Ichhawar,Wheat,Other,FAQ,2155,2276,2250,18 Jan 2020
6474,Sehore,Ichhawar,Wheat,Other,FAQ,2170,2371,2225,07 Jan 2020
6475,Sehore,Ichhawar,Wheat,Other,FAQ,2196,2300,2248,03 Jan 2020
6476,Sehore,Ichhawar,Wheat,Other,FAQ,2271,2356,2300,16 Jan 2020
6477,Jhalawar,Iklera,Wheat,Other,FAQ,2229,2237,2233,01 Jan 2020
6478,Indore,Indore,Wheat,Lokwan,FAQ,2050,2724,2400,13 Jan 2020
6479,Bankura,Indus(Bankura Sadar),Wheat,Sonalika,FAQ,1840,1950,1900,27 Jan 2020
6480,Kota,Itawa,Wheat,Other,FAQ,2010,2199,2104,22 Jan 2020
6481,Kota,Itawa,Wheat,Other,FAQ,2015,2246,2130,21 Jan 2020
6482,Kota,Itawa,Wheat,Other,FAQ,2065,2231,2148,24 Jan 2020
6483,Kota,Itawa,Wheat,Other,FAQ,2165,2274,2219,16 Jan 2020
6484,Amethi,Jafarganj,Wheat,Dara,FAQ,2000,2030,2015,02 Jan 2020
6485,Amethi,Jafarganj,Wheat,Dara,FAQ,2000,2060,2040,13 Jan 2020
6486,Amethi,Jafarganj,Wheat,Dara,FAQ,2020,2060,2040,03 Jan 2020
6487,Agra,Jagnair,Wheat,Dara,FAQ,2000,2060,2030,10 Jan 2020
6488,Agra,Jagnair,Wheat,Dara,FAQ,2000,2060,2030,14 Jan 2020
6489,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1980,2250,2205,27 Jan 2020
6490,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1980,2290,2210,23 Jan 2020
6491,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,2005,2305,2200,17 Jan 2020
6492,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,2055,2235,2215,24 Jan 2020
6493,Jamnagar,Dhrol,Wheat,Other,FAQ,2180,2545,2365,09 Jan 2020
6494,Jamnagar,Dhrol,Wheat,Other,FAQ,2180,2565,2375,18 Jan 2020
6495,Dhule,Dhule,Wheat,Maharashtra 2189,FAQ,2100,2375,2200,01 Jan 2020
6496,Dhule,Dhule,Wheat,Other,FAQ,2100,2465,2300,03 Jan 2020
6497,Bulandshahar,Divai,Wheat,Dara,FAQ,1840,1846,1845,03 Jan 2020
6498,Bulandshahar,Divai,Wheat,Dara,FAQ,1840,1846,1845,08 Jan 2020
6499,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2651,2300,09 Jan 2020
6500,Paschim Bardhaman,Durgapur,Wheat,Kalyan,FAQ,2100,2160,2130,13 Jan 2020
6501,Paschim Bardhaman,Durgapur,Wheat,Kalyan,FAQ,2100,2160,2130,21 Jan 2020
6502,Paschim Bardhaman,Durgapur,Wheat,Kalyan,FAQ,2100,2180,2140,24 Jan 2020
6503,Paschim Bardhaman,Durgapur,Wheat,Kalyan,FAQ,2100,2180,2140,25 Jan 2020
6504,Etah,Etah,Wheat,Dara,FAQ,2000,2100,2050,25 Jan 2020
6505,Etah,Etah,Wheat,Dara,FAQ,2050,2150,2100,08 Jan 2020
6506,Etawah,Etawah,Wheat,Dara,FAQ,2000,2100,2050,24 Jan 2020
6507,Etawah,Etawah,Wheat,Dara,FAQ,2000,2150,2080,15 Jan 2020
6508,Etawah,Etawah,Wheat,Dara,FAQ,2000,2200,2100,18 Jan 2020
6509,Ayodhya,Faizabad,Wheat,Dara,FAQ,1930,1960,1950,13 Jan 2020
6510,Farukhabad,Farukhabad,Wheat,Dara,FAQ,2060,2100,2080,29 Jan 2020
6511,Fatehpur,Fatehpur,Wheat,Dara,FAQ,1940,1960,1950,04 Jan 2020
6512,Agra,Fatehpur Sikri,Wheat,Dara,FAQ,0,0,2165,22 Jan 2020
6513,Agra,Fatehpur Sikri,Wheat,Dara,FAQ,2050,2200,2105,29 Jan 2020
6514,Agra,Fatehpur Sikri,Wheat,Dara,FAQ,2100,2190,2140,28 Jan 2020
6515,Firozabad,Firozabad,Wheat,Dara,FAQ,2220,2270,2250,01 Jan 2020
6516,Gadag,Gadag,Wheat,White,FAQ,1717,2507,2258,18 Jan 2020
6517,Maharajganj,Gadaura,Wheat,Dara,FAQ,1800,1815,1810,27 Jan 2020
6518,Maharajganj,Gadaura,Wheat,Dara,FAQ,1800,1850,1830,19 Jan 2020
6519,Maharajganj,Gadaura,Wheat,Dara,FAQ,1800,1870,1850,29 Jan 2020
6520,Raisen,Gairatganj,Wheat,Dara Mill Quality,FAQ,2015,2264,2166,17 Jan 2020
6521,Raisen,Gairatganj,Wheat,Dara Mill Quality,FAQ,2080,2350,2305,14 Jan 2020
6522,Parbhani,Gangakhed,Wheat,Bansi,FAQ,1860,1900,1870,24 Jan 2020
6523,Chattrapati Sambhajinagar,Gangapur,Wheat,Other,FAQ,1800,2311,2180,03 Jan 2020
6524,Chattrapati Sambhajinagar,Gangapur,Wheat,Other,FAQ,2160,2350,2240,13 Jan 2020
6525,Gangapur City,Gangapur City,Wheat,Other,FAQ,2125,2180,2152,03 Jan 2020
6526,Gangapur City,Gangapur City,Wheat,Other,FAQ,2130,2180,2155,16 Jan 2020
6527,Gangapur City,Gangapur City,Wheat,Other,FAQ,2140,2190,2165,08 Jan 2020
6528,Sagar,Garhakota,Wheat,Other,FAQ,1850,2000,1960,07 Jan 2020
6529,Indore,Gautampura,Wheat,147 Average,FAQ,2375,2375,2375,23 Jan 2020
6530,Ghazipur,Gazipur,Wheat,Dara,FAQ,1980,2020,2000,02 Jan 2020
6531,Ghazipur,Gazipur,Wheat,Dara,FAQ,2020,2060,2040,21 Jan 2020
6532,Beed,Gevrai,Wheat,Other,FAQ,1900,2600,2300,23 Jan 2020
6533,Anupgarh,Gharsana,Wheat,Other,FAQ,2062,2062,2062,30 Jan 2020
6534,Anupgarh,Gharsana,Wheat,Other,FAQ,2086,2086,2086,09 Jan 2020
6535,Mainpuri,Ghiraur,Wheat,Dara,FAQ,1920,1980,1960,23 Jan 2020
6536,Mainpuri,Ghiraur,Wheat,Dara,FAQ,1970,2020,2000,21 Jan 2020
6537,Panchmahals,Gogamba,Wheat,Other,FAQ,2000,2100,2050,13 Jan 2020
6538,Lakhimpur,Golagokarnath,Wheat,Dara,FAQ,1860,2000,1950,16 Jan 2020
6539,Gonda,Gonda,Wheat,Dara,FAQ,1920,1940,1930,03 Jan 2020
6540,Rajkot,Gondal,Wheat,Lokwan,FAQ,2200,2480,2330,15 Jan 2020
6541,Rajkot,Gondal,Wheat,Lokwan,FAQ,2210,2410,2310,20 Jan 2020
6542,Fatehpur,Fatehpur,Wheat,Dara,FAQ,1930,1960,1945,10 Jan 2020
6543,Fatehpur,Fatehpur,Wheat,Dara,FAQ,1940,1960,1950,01 Jan 2020
6544,Agra,Fatehpur Sikri,Wheat,Dara,FAQ,0,0,2100,11 Jan 2020
6545,Firozabad,Firozabad,Wheat,Dara,FAQ,2100,2175,2150,31 Jan 2020
6546,Firozabad,Firozabad,Wheat,Dara,FAQ,2140,2220,2175,16 Jan 2020
6547,Firozabad,Firozabad,Wheat,Dara,FAQ,2150,2210,2180,17 Jan 2020
6548,Gadag,Gadag,Wheat,White,FAQ,1929,3201,2495,20 Jan 2020
6549,UdhamSinghNagar,Gadarpur,Wheat,Other,FAQ,2100,2100,2100,01 Jan 2020
6550,Narsinghpur,Gadarwada,Wheat,Lokwan,FAQ,2065,2075,2070,16 Jan 2020
6551,Maharajganj,Gadaura,Wheat,Dara,FAQ,1800,1850,1830,16 Jan 2020
6552,Maharajganj,Gadaura,Wheat,Dara,FAQ,1800,1860,1830,28 Jan 2020
6553,Maharajganj,Gadaura,Wheat,Dara,FAQ,1800,1900,1850,13 Jan 2020
6554,Dhar,Gandhwani,Wheat,Other,FAQ,2135,2325,2220,22 Jan 2020
6555,Dhar,Gandhwani,Wheat,Other,FAQ,2150,2150,2150,20 Jan 2020
6556,Chattrapati Sambhajinagar,Gangapur,Wheat,Other,FAQ,2040,2240,2070,24 Jan 2020
6557,Chattrapati Sambhajinagar,Gangapur,Wheat,Other,FAQ,2115,2470,2325,25 Jan 2020
6558,Chattrapati Sambhajinagar,Gangapur,Wheat,Other,FAQ,2200,2230,2220,06 Jan 2020
6559,Chattrapati Sambhajinagar,Gangapur,Wheat,Other,FAQ,2230,2460,2320,07 Jan 2020
6560,Swai Madhopur,Gangapurcity(Old Lal mandi),Wheat,Other,FAQ,2149,2190,2169,16 Jan 2020
6561,Koppal,Gangavathi,Wheat,Local,FAQ,1950,2000,1978,13 Jan 2020
6562,Saharanpur,Gangoh,Wheat,Dara,FAQ,1925,2025,1985,25 Jan 2020
6563,Vidisha,Ganjbasoda,Wheat,MP Sharbati,FAQ,2040,2553,2330,28 Jan 2020
6564,Sagar,Garhakota,Wheat,Other,FAQ,1900,2000,1970,02 Jan 2020
6565,Sagar,Garhakota,Wheat,Other,FAQ,1900,2050,1950,20 Jan 2020
6566,Mandsaur,Garoth,Wheat,Other,FAQ,2000,2225,2100,13 Jan 2020
6567,Ghazipur,Gazipur,Wheat,Dara,FAQ,2000,2050,2030,13 Jan 2020
6568,Ghazipur,Gazipur,Wheat,Dara,FAQ,2020,2060,2040,20 Jan 2020
6569,Jalana,Ghansawangi,Wheat,Maharashtra 2189,FAQ,1900,2100,1950,01 Jan 2020
6570,Anupgarh,Gharsana,Wheat,Other,FAQ,1980,1980,1980,27 Jan 2020
6571,Anupgarh,Gharsana,Wheat,Other,FAQ,2049,2072,2060,31 Jan 2020
6572,Anupgarh,Gharsana,Wheat,Other,FAQ,2101,2122,2112,22 Jan 2020
6573,Anupgarh,Gharsana,Wheat,Other,FAQ,2132,2192,2160,20 Jan 2020
6574,Ghaziabad,Ghaziabad,Wheat,Dara,FAQ,1925,2050,1975,06 Jan 2020
6575,Mainpuri,Ghiraur,Wheat,Dara,FAQ,1910,1960,1940,03 Jan 2020
6576,Mainpuri,Ghiraur,Wheat,Dara,FAQ,2000,2080,2040,19 Jan 2020
6577,Panchmahals,Godhra,Wheat,Medium,FAQ,2050,2090,2070,30 Jan 2020
6578,Panchmahals,Gogamba,Wheat,Other,FAQ,1900,2000,1950,30 Jan 2020
6579,Bhind,Gohad,Wheat,Other,FAQ,2025,2035,2030,27 Jan 2020
6580,Lakhimpur,Golagokarnath,Wheat,Dara,FAQ,1900,2050,2000,25 Jan 2020
6581,Gonda,Gonda,Wheat,Dara,FAQ,1920,1940,1930,07 Jan 2020
6582,Gonda,Gonda,Wheat,Dara,FAQ,1920,1940,1930,09 Jan 2020
6583,Gonda,Gonda,Wheat,Dara,FAQ,1920,1940,1930,30 Jan 2020
6584,Rajkot,Gondal,Wheat,Lokwan,FAQ,2100,2360,2250,31 Jan 2020
6585,Rajkot,Gondal,Wheat,Lokwan,FAQ,2200,2470,2340,06 Jan 2020
6586,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,2150,2380,2280,31 Jan 2020
6587,Gorakhpur,Gorakhpur,Wheat,Dara,FAQ,1900,2050,1950,19 Jan 2020
6588,Gorakhpur,Gorakhpur,Wheat,Dara,FAQ,1900,2050,1960,20 Jan 2020
6589,Narsinghpur,Gotegaon,Wheat,Other,FAQ,2020,2111,2040,03 Jan 2020
6590,Guna,Guna,Wheat,147 Average,FAQ,2015,2505,2275,14 Jan 2020
6591,Guna,Guna,Wheat,147 Average,FAQ,2050,2700,2270,23 Jan 2020
6592,Guna,Guna,Wheat,147 Average,FAQ,2125,2670,2270,09 Jan 2020
6593,Jhansi,Gurusarai,Wheat,Dara,FAQ,1950,1965,1965,31 Jan 2020
6594,Hathras,Haathras,Wheat,Dara,FAQ,2100,2250,2195,27 Jan 2020
6595,Jaipur Rural,Kishangarh Renwal,Wheat,Other,FAQ,2100,2100,2100,10 Jan 2020
6596,Jaipur Rural,Kishangarh Renwal,Wheat,Other,FAQ,2100,2100,2100,20 Jan 2020
6597,Fatehpur,Kishunpur,Wheat,Dara,FAQ,1900,2100,2000,10 Jan 2020
6598,Fatehpur,Kishunpur,Wheat,Dara,FAQ,1900,2100,2000,13 Jan 2020
6599,Shivpuri,Kolaras,Wheat,Other,FAQ,2025,2044,2032,29 Jan 2020
6600,Shivpuri,Kolaras,Wheat,Other,FAQ,2068,2114,2077,20 Jan 2020
6601,Jalaun (Orai),Konch,Wheat,Dara,FAQ,2010,2040,2020,27 Jan 2020
6602,Jalaun (Orai),Konch,Wheat,Dara,FAQ,2030,2080,2050,14 Jan 2020
6603,Mau(Maunathbhanjan),Kopaganj,Wheat,Dara,FAQ,1900,2000,1960,09 Jan 2020
6604,Mau(Maunathbhanjan),Kopaganj,Wheat,Dara,FAQ,1900,2000,1965,04 Jan 2020
6605,Mau(Maunathbhanjan),Kopaganj,Wheat,Dara,FAQ,1900,2000,1965,21 Jan 2020
6606,Ahmednagar,Kopargaon,Wheat,Other,FAQ,1800,2400,2100,09 Jan 2020
6607,Ahmednagar,Kopargaon,Wheat,Other,FAQ,2180,2414,2323,17 Jan 2020
6608,Mathura,Kosikalan,Wheat,Dara,FAQ,2050,2170,2130,30 Jan 2020
6609,Mathura,Kosikalan,Wheat,Dara,FAQ,2070,2160,2110,10 Jan 2020
6610,Mathura,Kosikalan,Wheat,Dara,FAQ,2070,2160,2120,14 Jan 2020
6611,Mathura,Kosikalan,Wheat,Dara,FAQ,2070,2164,2132,28 Jan 2020
6612,Mathura,Kosikalan,Wheat,Dara,FAQ,2100,2200,2150,15 Jan 2020
6613,Kota,Kota,Wheat,Other,FAQ,2025,2166,2100,28 Jan 2020
6614,Dhar,Kukshi,Wheat,Other,FAQ,2050,2250,2150,08 Jan 2020
6615,Dhar,Kukshi,Wheat,Other,FAQ,2050,2285,2150,03 Jan 2020
6616,Dhar,Kukshi,Wheat,Other,FAQ,2080,2200,2125,23 Jan 2020
6617,Rajgarh,Kurawar,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2300,2200,21 Jan 2020
6618,Bhind,Lahar,Wheat,Other,FAQ,2025,2060,2036,28 Jan 2020
6619,Bhind,Lahar,Wheat,Other,FAQ,2050,2171,2151,01 Jan 2020
6620,Seoni,Lakhnadon,Wheat,Mill Quality,FAQ,2000,2000,2000,02 Jan 2020
6621,Murshidabad,Lalbagh,Wheat,Sonalika,FAQ,1950,2150,2000,16 Jan 2020
6622,Raebarelli,Lalganj,Wheat,Dara,FAQ,1950,2000,1980,13 Jan 2020
6623,Raebarelli,Lalganj,Wheat,Dara,FAQ,1975,2010,2000,21 Jan 2020
6624,Raebarelli,Lalganj,Wheat,Dara,FAQ,1975,2030,2010,27 Jan 2020
6625,Dausa,Lalsot,Wheat,Other,FAQ,2146,2225,2160,16 Jan 2020
6626,Dausa,Lalsot,Wheat,Other,FAQ,2160,2285,2190,14 Jan 2020
6627,Dausa,Lalsot,Wheat,Other,FAQ,2164,2311,2173,12 Jan 2020
6628,Nashik,Lasalgaon,Wheat,Maharashtra 2189,FAQ,2000,2316,2200,29 Jan 2020
6629,Gwalior,Lashkar,Wheat,Mill Quality,FAQ,2425,2425,2425,07 Jan 2020
6630,Chattrapati Sambhajinagar,Lasur Station,Wheat,Other,FAQ,1900,2400,2300,28 Jan 2020
6631,Chattrapati Sambhajinagar,Lasur Station,Wheat,Other,FAQ,2000,2400,2000,04 Jan 2020
6632,Latur,Latur,Wheat,Maharashtra 2189,FAQ,2080,3200,2700,07 Jan 2020
6633,Latur,Latur,Wheat,Maharashtra 2189,FAQ,2100,2800,2600,10 Jan 2020
6634,Latur,Latur,Wheat,Maharashtra 2189,FAQ,2100,3050,2500,13 Jan 2020
6635,Latur,Latur,Wheat,Maharashtra 2189,FAQ,2100,3180,2700,11 Jan 2020
6636,Latur,Latur,Wheat,Maharashtra 2189,FAQ,2700,3200,2900,06 Jan 2020
6637,Chhatarpur,LavKush Nagar(Laundi),Wheat,Other,FAQ,1920,2095,2005,06 Jan 2020
6638,Satara,Lonand,Wheat,Maharashtra 2189,FAQ,2000,2500,2250,02 Jan 2020
6639,Lucknow,Lucknow,Wheat,Dara,FAQ,1980,2030,2000,24 Jan 2020
6640,Ajmer,Madanganj Kishangarh,Wheat,Other,FAQ,1900,2200,2050,28 Jan 2020
6641,Ajmer,Madanganj Kishangarh,Wheat,Other,FAQ,1900,2250,2075,08 Jan 2020
6642,Ajmer,Madanganj Kishangarh,Wheat,Other,FAQ,1900,2250,2075,16 Jan 2020
6643,Ajmer,Madanganj Kishangarh,Wheat,Other,FAQ,1900,2250,2075,17 Jan 2020
6644,Dausa,Madanganj Mandawar,Wheat,Other,FAQ,2010,2071,2030,20 Jan 2020
6645,Dausa,Madanganj Mandawar,Wheat,Other,FAQ,2012,2030,2026,24 Jan 2020
6646,Hardoi,Madhoganj,Wheat,Dara,FAQ,1950,2000,1980,01 Jan 2020
6647,Hardoi,Madhoganj,Wheat,Dara,FAQ,2000,2050,2035,10 Jan 2020
6648,Fatehpur,Jahanabad,Wheat,Dara,FAQ,1800,1900,1850,08 Jan 2020
6649,Fatehpur,Jahanabad,Wheat,Dara,FAQ,1850,1900,1870,09 Jan 2020
6650,Bulandshahar,Jahangirabad,Wheat,Dara,FAQ,2055,2065,2060,25 Jan 2020
6651,Anupur,Jaithari,Wheat,Other,FAQ,1930,1930,1930,04 Jan 2020
6652,Jalana,Jalana,Wheat,147 Average,FAQ,1900,2700,2100,27 Jan 2020
6653,Jalaun (Orai),Jalaun,Wheat,Dara,FAQ,2000,2070,2070,15 Jan 2020
6654,Jalaun (Orai),Jalaun,Wheat,Dara,FAQ,2050,2125,2125,02 Jan 2020
6655,Bharuch,Jambusar,Wheat,Other,FAQ,1700,1900,1800,09 Jan 2020
6656,Bharuch,Jambusar,Wheat,Other,FAQ,1700,2100,1900,11 Jan 2020
6657,Bharuch,Jambusar,Wheat,Other,FAQ,1800,2000,1900,08 Jan 2020
6658,Bharuch,Jambusar,Wheat,Other,FAQ,1800,2200,2000,14 Jan 2020
6659,Ghazipur,Jangipura,Wheat,Dara,FAQ,1980,2030,2000,05 Jan 2020
6660,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2100,2561,2200,27 Jan 2020
6661,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2100,2641,2200,23 Jan 2020
6662,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2391,2821,2400,16 Jan 2020
6663,Prayagraj,Jasra,Wheat,Dara,FAQ,1980,2050,2000,09 Jan 2020
6664,Prayagraj,Jasra,Wheat,Dara,FAQ,1980,2050,2000,10 Jan 2020
6665,Prayagraj,Jasra,Wheat,Dara,FAQ,2050,2100,2070,30 Jan 2020
6666,Tikamgarh,Jatara,Wheat,Mill Quality,FAQ,2000,2050,2023,18 Jan 2020
6667,Jaunpur,Jaunpur,Wheat,Dara,FAQ,2015,2050,2025,01 Jan 2020
6668,Jaunpur,Jaunpur,Wheat,Dara,FAQ,2015,2050,2030,15 Jan 2020
6669,Jaunpur,Jaunpur,Wheat,Dara,FAQ,2015,2050,2035,13 Jan 2020
6670,Sehore,Jawar,Wheat,Other,FAQ,2150,2546,2300,09 Jan 2020
6671,Sehore,Jawar,Wheat,Other,FAQ,2195,2530,2300,07 Jan 2020
6672,Rajgarh,Jeerapur,Wheat,Other,FAQ,2100,2220,2150,20 Jan 2020
6673,Rajkot,Jetpur(Dist.Rajkot),Wheat,Other,FAQ,2155,2480,2350,17 Jan 2020
6674,Rajkot,Jetpur(Dist.Rajkot),Wheat,Other,FAQ,2225,2515,2375,10 Jan 2020
6675,Jhabua,Jhabua,Wheat,Local,FAQ,1950,1950,1950,25 Jan 2020
6676,Jhalawar,Jhalarapatan,Wheat,Other,FAQ,2000,2200,2100,27 Jan 2020
6677,Jhansi,Jhansi,Wheat,Dara,FAQ,1840,1960,1960,23 Jan 2020
6678,Jhansi,Jhansi,Wheat,Dara,FAQ,1840,1980,1975,30 Jan 2020
6679,Jhansi,Jhansi,Wheat,Dara,FAQ,1890,1940,1940,01 Jan 2020
6680,Kanpur Dehat,Jhijhank,Wheat,Dara,FAQ,1800,2000,1960,17 Jan 2020
6681,Kanpur Dehat,Jhijhank,Wheat,Dara,FAQ,1900,2100,1980,02 Jan 2020
6682,Parbhani,Jintur,Wheat,Other,FAQ,1875,2025,1875,20 Jan 2020
6683,Alirajpur,Jobat,Wheat,Other,FAQ,1900,2000,1950,15 Jan 2020
6684,Alirajpur,Jobat,Wheat,Other,FAQ,1900,2100,2000,08 Jan 2020
6685,Junagarh,Junagadh,Wheat,Sharbati,FAQ,2100,2400,2325,16 Jan 2020
6686,Junagarh,Junagadh,Wheat,Sharbati,FAQ,2105,2385,2300,15 Jan 2020
6687,Mehsana,Kadi,Wheat,Deshi,FAQ,1950,2250,2200,30 Jan 2020
6688,Mehsana,Kadi,Wheat,Deshi,FAQ,1965,2275,2200,29 Jan 2020
6689,Mehsana,Kadi,Wheat,Deshi,FAQ,2080,2425,2300,21 Jan 2020
6690,Morena,Kailaras,Wheat,MP(Desi),FAQ,2009,2031,2011,29 Jan 2020
6691,Morena,Kailaras,Wheat,MP(Desi),FAQ,2021,2039,2023,31 Jan 2020
6692,Shajapur,Kalapipal,Wheat,Lokwan,FAQ,1800,2211,1850,13 Jan 2020
6693,Shajapur,Kalapipal,Wheat,Mill Quality,FAQ,1645,1905,1790,30 Jan 2020
6694,Shajapur,Kalapipal,Wheat,Mill Quality,FAQ,1665,1900,1790,22 Jan 2020
6695,Shajapur,Kalapipal,Wheat,Mill Quality,FAQ,1665,1905,1790,28 Jan 2020
6696,Shajapur,Kalapipal,Wheat,Mill Quality,FAQ,1670,1920,1845,21 Jan 2020
6697,Shajapur,Kalapipal,Wheat,Mill Quality,FAQ,1680,1895,1745,10 Jan 2020
6698,Shajapur,Kalapipal,Wheat,Mill Quality,FAQ,1800,1875,1850,19 Jan 2020
6699,Gandhinagar,Kalol,Wheat,Other,FAQ,2075,2425,2175,31 Jan 2020
6700,Chattrapati Sambhajinagar,Kannad,Wheat,Other,FAQ,2450,2550,2500,03 Jan 2020
6701,Ujjain,Mahidpur,Wheat,Other,FAQ,2030,2340,2210,17 Jan 2020
6702,Mahoba,Mahoba,Wheat,Dara,FAQ,2000,2035,2015,23 Jan 2020
6703,Mainpuri,Mainpuri,Wheat,Dara,FAQ,0,0,1991,27 Jan 2020
6704,Mainpuri,Mainpuri,Wheat,Dara,FAQ,0,0,2140,18 Jan 2020
6705,Guna,Maksudangarh,Wheat,Other,FAQ,1810,2148,2080,28 Jan 2020
6706,Guna,Maksudangarh,Wheat,Other,FAQ,2000,2250,2150,14 Jan 2020
6707,Buldhana,Malkapur,Wheat,Other,FAQ,2085,2505,2185,27 Jan 2020
6708,Buldhana,Malkapur,Wheat,Other,FAQ,2175,2650,2420,09 Jan 2020
6709,Neemuch,Manasa,Wheat,Other,FAQ,1971,2431,2201,16 Jan 2020
6710,Neemuch,Manasa,Wheat,Other,FAQ,2000,2420,2210,20 Jan 2020
6711,Neemuch,Manasa,Wheat,Other,FAQ,2280,2280,2280,25 Jan 2020
6712,Dhar,Manawar,Wheat,Lokwan,FAQ,2240,2340,2310,17 Jan 2020
6713,Dhar,Manawar,Wheat,Other,FAQ,2200,2250,2220,02 Jan 2020
6714,Mandla,Mandla,Wheat,Other,FAQ,1975,2075,2005,19 Jan 2020
6715,Koria,Manendragarh,Wheat,Local,FAQ,1850,1850,1850,16 Jan 2020
6716,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2800,2829,2829,13 Jan 2020
6717,Junagarh,Mangrol,Wheat,Lok-1,FAQ,2200,2250,2230,29 Jan 2020
6718,Junagarh,Mangrol,Wheat,Milbar,FAQ,2050,2100,2080,25 Jan 2020
6719,Junagarh,Mangrol,Wheat,Rajasthan Tukdi,FAQ,2250,2300,2280,28 Jan 2020
6720,Mathura,Mathura,Wheat,Dara,FAQ,2050,2125,2100,03 Jan 2020
6721,Mathura,Mathura,Wheat,Dara,FAQ,2140,2180,2160,21 Jan 2020
6722,Hamirpur,Maudaha,Wheat,Dara,FAQ,1840,2050,2000,27 Jan 2020
6723,Hamirpur,Maudaha,Wheat,Dara,FAQ,1840,2125,2100,08 Jan 2020
6724,Jhansi,Mauranipur,Wheat,Dara,FAQ,0,0,1940,16 Jan 2020
6725,Jhansi,Mauranipur,Wheat,Dara,FAQ,0,0,1945,04 Jan 2020
6726,Jhansi,Mauranipur,Wheat,Dara,FAQ,1900,1950,1950,19 Jan 2020
6727,Buldhana,Mehekar,Wheat,Other,FAQ,1500,2200,1950,04 Jan 2020
6728,Bhind,Mehgaon,Wheat,Other,FAQ,1950,1950,1950,01 Jan 2020
6729,Mehsana,Mehsana,Wheat,Local,FAQ,2015,2400,2250,29 Jan 2020
6730,Mehsana,Mehsana(Jornang),Wheat,Other,FAQ,2125,2475,2400,04 Jan 2020
6731,Mehsana,Mehsana(Jornang),Wheat,Other,FAQ,2130,2375,2300,02 Jan 2020
6732,Mehsana,Mehsana(Jornang),Wheat,Other,FAQ,2600,2600,2600,28 Jan 2020
